Hour,AL,AT,BA,BG,CH,CZ,DE,ES,FI,FR,GR,HR,IT,ME,MK,NO,PL,PT,RO,RS,SE,SI,SK
32,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
33,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
34,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
35,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
36,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
37,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
38,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
39,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
40,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
41,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
42,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
43,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
44,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
45,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
46,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
47,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
48,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
49,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
50,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
51,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
52,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
53,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
54,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
55,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
56,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
57,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
58,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
59,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
60,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
61,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
62,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
63,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
64,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
65,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
66,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
67,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
68,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
69,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
70,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
71,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
72,1619.6337915725603,89.32558272767768,359.44710544820583,243.64393834622769,1018.8664098763142,62.14440765306125,105.36773251372321,1621.9122107625244,938.1970553332934,2649.6051058683347,511.5429736905244,717.7087827531886,1650.6697837382533,337.5838983050848,324.8445539803371,3660.9231804724986,31.353762241566923,1692.9999999999989,435.8428102599049,143.87000859949558,2385.871536011473,0.0,4.669613878754347
