Hour,AL,AT,BA,BG,CH,CZ,DE,ES,FI,FR,GR,HR,IT,ME,MK,NO,PL,PT,RO,RS,SE,SI,SK
1,1054.8758230935757,98.61364487762697,489.8187141456224,149.57590401057143,484.40357134150884,54.6453586734694,129.17062997858494,3022.392815153622,2106.28651803929,2287.5076532050275,485.8817172052958,705.5464002978351,1848.5426723476683,429.78813559322055,150.9836302892862,10796.68036090612,38.13551161977305,3375.0535714285716,489.28390298368583,87.80664192333256,4817.68666571404,0.0,5.32008463719382
2,1054.8758230935757,98.61364487762697,489.8187141456224,149.57590401057143,484.40357134150884,54.6453586734694,129.17062997858494,3022.392815153622,2106.28651803929,2287.5076532050275,485.8817172052958,705.5464002978351,1848.5426723476683,429.78813559322055,150.9836302892862,10796.68036090612,38.13551161977305,3375.0535714285716,489.28390298368583,87.80664192333256,4817.68666571404,0.0,5.32008463719382
3,1054.8758230935757,98.61364487762697,489.8187141456224,149.57590401057143,484.40357134150884,54.6453586734694,129.17062997858494,3022.392815153622,2106.28651803929,2287.5076532050275,485.8817172052958,705.5464002978351,1848.5426723476683,429.78813559322055,150.9836302892862,10796.68036090612,38.13551161977305,3375.0535714285716,489.28390298368583,87.80664192333256,4817.68666571404,0.0,5.32008463719382
4,1054.8758230935757,98.61364487762697,489.8187141456224,149.57590401057143,484.40357134150884,54.6453586734694,129.17062997858494,3022.392815153622,2106.28651803929,2287.5076532050275,485.8817172052958,705.5464002978351,1848.5426723476683,429.78813559322055,150.9836302892862,10796.68036090612,38.13551161977305,3375.0535714285716,489.28390298368583,87.80664192333256,4817.68666571404,0.0,5.32008463719382
5,1054.8758230935757,98.61364487762697,489.8187141456224,149.57590401057143,484.40357134150884,54.6453586734694,129.17062997858494,3022.392815153622,2106.28651803929,2287.5076532050275,485.8817172052958,705.5464002978351,1848.5426723476683,429.78813559322055,150.9836302892862,10796.68036090612,38.13551161977305,3375.0535714285716,489.28390298368583,87.80664192333256,4817.68666571404,0.0,5.32008463719382
6,1054.8758230935757,98.61364487762697,489.8187141456224,149.57590401057143,484.40357134150884,54.6453586734694,129.17062997858494,3022.392815153622,2106.28651803929,2287.5076532050275,485.8817172052958,705.5464002978351,1848.5426723476683,429.78813559322055,150.9836302892862,10796.68036090612,38.13551161977305,3375.0535714285716,489.28390298368583,87.80664192333256,4817.68666571404,0.0,5.32008463719382
7,1054.8758230935757,98.61364487762697,489.8187141456224,149.57590401057143,484.40357134150884,54.6453586734694,129.17062997858494,3022.392815153622,2106.28651803929,2287.5076532050275,485.8817172052958,705.5464002978351,1848.5426723476683,429.78813559322055,150.9836302892862,10796.68036090612,38.13551161977305,3375.0535714285716,489.28390298368583,87.80664192333256,4817.68666571404,0.0,5.32008463719382
8,1054.8758230935757,98.61364487762697,489.8187141456224,149.57590401057143,484.40357134150884,54.6453586734694,129.17062997858494,3022.392815153622,2106.28651803929,2287.5076532050275,485.8817172052958,705.5464002978351,1848.5426723476683,429.78813559322055,150.9836302892862,10796.68036090612,38.13551161977305,3375.0535714285716,489.28390298368583,87.80664192333256,4817.68666571404,0.0,5.32008463719382
9,1054.8758230935757,98.61364487762697,489.8187141456224,149.57590401057143,484.40357134150884,54.6453586734694,129.17062997858494,3022.392815153622,2106.28651803929,2287.5076532050275,485.8817172052958,705.5464002978351,1848.5426723476683,429.78813559322055,150.9836302892862,10796.68036090612,38.13551161977305,3375.0535714285716,489.28390298368583,87.80664192333256,4817.68666571404,0.0,5.32008463719382
10,1054.8758230935757,98.61364487762697,489.8187141456224,149.57590401057143,484.40357134150884,54.6453586734694,129.17062997858494,3022.392815153622,2106.28651803929,2287.5076532050275,485.8817172052958,705.5464002978351,1848.5426723476683,429.78813559322055,150.9836302892862,10796.68036090612,38.13551161977305,3375.0535714285716,489.28390298368583,87.80664192333256,4817.68666571404,0.0,5.32008463719382
