Hour,AT,BA,BG,CH,CZ,DE,ES,FR,GR,HR,IT,NO,PL,PT,RO,SK
1,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
2,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
3,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
4,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
5,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
6,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
7,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
8,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
9,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
10,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
11,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
12,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
13,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
14,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
15,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
16,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
17,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
18,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
19,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
20,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
21,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
22,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
23,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
24,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
25,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
26,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
27,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
28,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
29,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
30,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
31,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
32,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
33,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
34,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
35,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
36,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
37,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
38,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
39,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
40,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
41,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
42,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
43,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
44,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
45,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
46,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
47,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
48,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
49,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
50,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
51,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
52,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
53,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
54,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
55,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
56,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
57,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
58,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
59,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
60,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
61,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
62,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
63,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
64,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
65,290.95521045481416,49.964285714285715,6.541528690693737,65.7534193268256,2.447968785683144,19.97477713765594,35.83604683573615,0.0,71.69642857142857,89.28323037539583,250.56678921609517,323.3964213875322,1.2639518104906744,1539.744047619047,233.0822481807736,3.5847959194141454
